country,description,log_price_normalized,points_normalized,vfm_normalized,log_pxp_normalized,encoded_variety,acidity,aromas,black,cherry,dry,finish,flavors,fruit,oak,palate,rich,ripe,sweet,tannins,wine,adj_count,polarity,subjectivity,embed_0,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16,embed_17,embed_18,embed_19,embed_20,embed_21,embed_22,embed_23,embed_24,embed_25,embed_26,embed_27,embed_28,embed_29,embed_30,embed_31,embed_32,embed_33,embed_34,embed_35,embed_36,embed_37,embed_38,embed_39,embed_40,embed_41,embed_42,embed_43,embed_44,embed_45,embed_46,embed_47,embed_48,embed_49
US,"This proprietary bottling from Shafer is always a huge wine. The 2010, which contains a splash of Petite Verdot, is gigantically packed with blackberry jam, black currant, dark chocolate and sweet oak, courtesy of 20 months in 100% new French oak barrels. The wine is a bit of a bully now, but it has the balance to age. Give it until 2018.",0.571772936927943,0.6666666666666661,0.07899624162727856,0.5801140091362746,0.11538461538461539,0.0,0.0,0.36995574889175037,0.0,0.0,0.0,0.0,0.0,0.7269160967013945,0.0,0.0,0.0,0.3767978555544119,0.0,0.439032012805387,7,0.09494949494949496,0.472979797979798,-0.1705984,-0.52883613,0.024264475,0.33431137,-0.14268914,-0.6046055,1.1714854,1.0404673,-1.0697072,-0.4302496,0.26940292,-0.96391976,0.6210609,0.61048734,-0.43075043,0.5425239,0.9064338,0.1469131,-1.2407556,-0.75088376,0.60808754,0.59190804,1.2202442,-0.44181082,0.6499243,0.29559126,-0.47324172,0.5276674,-0.74677736,0.039052676,0.04303585,-0.28798115,-0.078360215,-0.47631502,-0.2650678,0.500524,0.702253,-0.42332175,0.23207939,-0.40306294,0.6484733,-0.1227096,-0.13404174,-0.08266535,1.3433791,0.23924436,-0.036050707,-0.69595826,0.46298802,0.36894405
Italy,"Made with organically farmed fruit, this blend of Sangiovese, Cabernet Sauvignon and Colorino opens with an inky, dark color and savory aromas of ripe fruit, prune, plum, leather, tobacco and exotic spice. It's firm and well structured, with a velvety feel to the tannins.",0.4057988371578959,0.4999999999999991,0.17179522967064884,0.41090278955318493,0.6923076923076923,0.0,0.4277065055094797,0.0,0.0,0.0,0.0,0.0,0.6674542937823723,0.0,0.0,0.0,0.45632811885645325,0.0,0.4041491788897696,0.0,6,0.04999999999999999,0.6,-0.18671036,-0.5792857,0.03190676,0.36324155,-0.14820004,-0.6609005,1.2611026,1.1303952,-1.1468514,-0.46664318,0.29342476,-1.0427247,0.6673371,0.6787659,-0.46694827,0.59361684,0.9639855,0.1669304,-1.3440975,-0.8139086,0.66516125,0.6334279,1.3241484,-0.47418347,0.69782645,0.3181722,-0.49810413,0.5656572,-0.8060778,0.045754317,0.044628117,-0.30959156,-0.093633115,-0.52168417,-0.271548,0.54760253,0.7728472,-0.45841357,0.24880832,-0.43069455,0.6895566,-0.13380496,-0.14972836,-0.08152746,1.4504364,0.2647836,-0.022965882,-0.73924804,0.49956408,0.40046754
Italy,"Aromas of blue flower, black-skinned fruit and a whiff of Mediterranean scrub meld in the glass. The chewy, straightforward palate doles out juicy black cherry and ground pepper. It's made to drink young so enjoy soon.",0.2989628796719753,0.4999999999999991,0.2820171827327699,0.3067882367960151,0.5576923076923077,0.0,0.3464067010833795,0.7458075253059339,0.3209775074029369,0.0,0.0,0.0,0.2702912359933275,0.0,0.3843040724844925,0.0,0.0,0.0,0.0,0.0,7,0.14166666666666666,0.3616666666666667,-0.15090708,-0.48511577,0.025490632,0.30815166,-0.13070922,-0.5539489,1.0658531,0.9486335,-0.97398275,-0.39299673,0.24332823,-0.8779169,0.5699466,0.56181496,-0.39083645,0.49859732,0.82332677,0.14006239,-1.1293517,-0.68576765,0.5590265,0.54159576,1.1110067,-0.40573448,0.5894652,0.26939425,-0.42887482,0.4759603,-0.6814555,0.039263863,0.03736586,-0.26354012,-0.07408293,-0.4366619,-0.24264283,0.4595543,0.64027816,-0.3894283,0.20960592,-0.36912578,0.5858752,-0.11181186,-0.11831784,-0.07353111,1.2266456,0.22131664,-0.031243443,-0.6413952,0.41970867,0.3373838
Italy,"Bright, clean and linear with pretty accents of spice, blackberry, leather and lingering tobacco, Villa al Cortile Riserva is the kind of wine you'll want to pair with a hearty meat dinner. The wine shows velvety, soft texture in the mouth.",0.5298210462996781,0.6111111111111107,0.0965197644635737,0.5367695589430861,0.7788461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.40333333333333343,0.75,-0.1636898,-0.51965153,0.029729398,0.3249668,-0.14206436,-0.5911996,1.1351948,1.013175,-1.0361024,-0.42013198,0.26384705,-0.935535,0.59876996,0.5997438,-0.41780406,0.5335557,0.87028825,0.14502522,-1.2043897,-0.7269613,0.59132063,0.57279253,1.1902014,-0.42655987,0.62834686,0.28602025,-0.45580575,0.5113149,-0.7222762,0.043409646,0.040607974,-0.28016403,-0.07851936,-0.47032392,-0.25139362,0.4885022,0.6884629,-0.41341752,0.22217934,-0.39083338,0.622381,-0.119916916,-0.13401891,-0.077397086,1.3051023,0.23458226,-0.026813548,-0.67238843,0.44662887,0.36090314
US,"Though labeled simply Columbia Valley, the grapes are single vineyard, Rattlesnake Hills AVA fruit. The best of the Girly Girl lineup, though the promising beginning (cassis and berry, scented with black olive and herb) quickly fades into a forest floor finale of decaying leaves.",0.265229661158644,0.2777777777777777,0.31342966219117807,0.26360940174191194,0.11538461538461539,0.0,0.0,0.8096764665801874,0.0,0.0,0.0,0.0,0.5868764942185218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.21587301587301588,0.3841269841269841,-0.13451211,-0.41693693,0.024766665,0.2605272,-0.10942642,-0.47212064,0.90703136,0.81251246,-0.8272575,-0.33171988,0.209491,-0.7504679,0.47970015,0.4829726,-0.33510977,0.42624873,0.695055,0.11664014,-0.9612738,-0.5766611,0.47499833,0.456951,0.94948137,-0.3430047,0.50307405,0.22828335,-0.3650918,0.40504587,-0.5773383,0.029806407,0.030114386,-0.22251908,-0.065726765,-0.37033004,-0.19832994,0.39238694,0.54945755,-0.3339152,0.18098372,-0.31059554,0.49853384,-0.09747606,-0.10722926,-0.06370001,1.040189,0.19034174,-0.02151356,-0.53700453,0.35651895,0.28631884
US,"The 2009 vintage blend is 41% Marsanne, 42% Grenache Blanc, 10% Picpoul and 7% Roussanne. Complex, rich and dense, it wraps its stone and tropical fruit flavors in layers of caramel, nougat, marshmallow and spice. Still quite young, with plenty of years of life ahead.",0.3283771284011352,0.6666666666666661,0.25520952707876743,0.3428848999996936,0.9807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.42184226853790174,0.516530497498502,0.0,0.0,0.7451478682977942,0.0,0.0,0.0,0.0,5,0.05833333333333334,0.5166666666666666,-0.1695495,-0.5099137,0.024201438,0.3214533,-0.13251409,-0.57649696,1.1138304,0.99543434,-1.0144649,-0.41201863,0.261382,-0.9235449,0.5919374,0.59413743,-0.41181016,0.52636486,0.853849,0.14245784,-1.1881735,-0.7165824,0.58383226,0.56566447,1.1685867,-0.42173007,0.61916775,0.2828997,-0.44765207,0.50577384,-0.7139529,0.0372391,0.039601456,-0.27484804,-0.08029796,-0.45689058,-0.24190749,0.4821636,0.6762791,-0.4066945,0.22069591,-0.38172007,0.6124445,-0.11722635,-0.13478954,-0.07451832,1.278718,0.23233432,-0.027770426,-0.6546544,0.44463503,0.35593534
Italy,"A blend of Nero d'Avola, Syrah, Merlot and Cabernet Sauvignon, Campobello's entry-level red is slightly muddled, but it does a good job of offering genuine fruit flavors and overall freshness.",0.23963682528528263,0.33333333333333304,0.3563521365875177,0.24129658043390045,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.6325426926623351,0.7745254947123966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.18666666666666668,0.2533333333333333,-0.1703183,-0.51879543,0.025750587,0.3284308,-0.13694917,-0.59139186,1.1339989,1.0114547,-1.0350194,-0.41728014,0.2596658,-0.9376827,0.603566,0.60593724,-0.4182029,0.53053725,0.87035817,0.14409226,-1.2094976,-0.7313106,0.59366226,0.57339466,1.1865203,-0.425829,0.63038516,0.2864794,-0.45425448,0.51530105,-0.72813135,0.037600376,0.04463596,-0.2783882,-0.083317265,-0.4644742,-0.24864306,0.4897536,0.68595624,-0.41320133,0.22352968,-0.3872936,0.62215036,-0.1183033,-0.135447,-0.079443,1.3020892,0.23771808,-0.026409583,-0.6675794,0.45322716,0.35706523
US,"This unusual wine displays notes of cigar box, strong green herbs and woodspice. It drinks on the lighter side of medium bodied with coffee and nori flavors and a smoke-filled finish.",0.2989628796719753,0.11111111111111072,0.25867718402903633,0.28842164752044486,0.8557692307692308,0.0,0.0,0.0,0.0,0.0,0.7276372193080664,0.48447459250222835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4856217111059026,4,0.14444444444444443,0.6777777777777777,-0.1531933,-0.4858708,0.024234109,0.30675492,-0.1317111,-0.5532489,1.0611608,0.9530991,-0.97273904,-0.39568374,0.2485308,-0.877846,0.56838727,0.56072885,-0.3948998,0.49936372,0.82021666,0.13712876,-1.1282568,-0.68399733,0.55282867,0.5396609,1.1127491,-0.40570855,0.59018975,0.2687932,-0.4288409,0.47809607,-0.6782884,0.04154627,0.03824848,-0.2647823,-0.074713856,-0.4386268,-0.23563178,0.45905676,0.64363873,-0.39014393,0.2070604,-0.3639639,0.5869706,-0.11379083,-0.12457854,-0.069344796,1.2272812,0.22201495,-0.022625057,-0.634048,0.4160325,0.33446875
US,"A bit rough in texture, but otherwise pretty flavorful, with vanilla, lime, strawberry and yeast flavors. It's a great sparkling wine for everyday.",0.3703290190294001,0.3888888888888884,0.19799318739932928,0.3712376918768605,0.8173076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.7062701484232128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7079424252340392,4,0.1875,0.6875,-0.17562072,-0.55155087,0.029144855,0.35082215,-0.15072069,-0.6331972,1.2179388,1.0815941,-1.106054,-0.4486942,0.2802818,-1.0023818,0.6490086,0.6420065,-0.4486093,0.56245553,0.93742186,0.15420943,-1.2920223,-0.78926736,0.634227,0.61619705,1.2683015,-0.45960897,0.6747265,0.30539358,-0.490945,0.5498501,-0.7810288,0.047190554,0.046031907,-0.3006533,-0.084023066,-0.4989977,-0.2767378,0.5220114,0.73761547,-0.44188732,0.23798765,-0.41675434,0.67043203,-0.12669055,-0.14407954,-0.087993525,1.4009758,0.25410137,-0.034862462,-0.72461873,0.47667783,0.38848695
France,"It's not a bad name for this vineyard—Charmes. This wine, which expresses the nature of the vineyard, is certainly approachable, friendly almost. But there's also a steel fist there that demands time. And if you can't wait, it's a great wine to drink now.",0.628175211737129,0.7222222222222214,0.05941738143101352,0.6375195730741907,0.14423076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.4348214285714286,0.6220238095238095,-0.17309643,-0.5373634,0.022033844,0.3442562,-0.15336809,-0.6172636,1.2102717,1.0648054,-1.1030884,-0.43834975,0.27038106,-0.98669595,0.6455103,0.6206128,-0.44077188,0.54798603,0.93866503,0.14343823,-1.2694699,-0.7756797,0.6223077,0.6060607,1.2520416,-0.46105573,0.66532534,0.30456862,-0.49644202,0.54430324,-0.7711741,0.04546495,0.047979616,-0.29514265,-0.074783266,-0.4860352,-0.28439343,0.5073741,0.71024835,-0.43345731,0.23492453,-0.416652,0.6726927,-0.125656,-0.13473852,-0.09260597,1.381346,0.24373053,-0.05069008,-0.72570366,0.47555667,0.38040087
US,"Like a photocopy of a photocopy, this thinned-down Pinot Noir contains only a suggestion of the real thing. It's dry, but watery in cherry-cola flavors.",0.15949202727027811,0.11111111111111072,0.4865200285178633,0.15255151371957676,0.6346153846153847,0.0,0.0,0.0,0.6135570932917362,0.667458911184707,0.0,0.4219553236440101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.04444444444444445,0.6333333333333333,-0.16459472,-0.5166599,0.021016916,0.3258158,-0.14253658,-0.58498514,1.142124,1.0114733,-1.0419558,-0.4182771,0.25877,-0.9369554,0.61370695,0.5963675,-0.4198254,0.5267907,0.88290036,0.14508261,-1.2078192,-0.73562247,0.58729756,0.5759735,1.1891643,-0.43172058,0.6358152,0.2887775,-0.4648648,0.5188044,-0.7329385,0.040424533,0.045405153,-0.27919886,-0.0760328,-0.46113077,-0.2622491,0.4867822,0.6807803,-0.41236395,0.22526954,-0.39145932,0.6262921,-0.11929436,-0.1293184,-0.08368345,1.3078057,0.23492159,-0.035460867,-0.6793908,0.4458365,0.35937545
US,"Spicy and dry, this Zin offers flavors of currants, tobacco, pepper and cocoa. The tannins are thick, but acidity is low, giving it a soft mouthfeel. Could be more concentrated, but it's an elegant wine.",0.41228090965766484,0.3888888888888884,0.16253861793984842,0.4121233361700447,1.0,0.5044976803070494,0.0,0.0,0.0,0.5274160454594972,0.0,0.33342278367652284,0.0,0.0,0.0,0.0,0.0,0.0,0.49441462970873556,0.33421224814785616,7,0.11904761904761904,0.46071428571428574,-0.19047506,-0.5975264,0.029781058,0.37891158,-0.166323,-0.686204,1.3204395,1.1758057,-1.201933,-0.48767963,0.30078298,-1.0874305,0.70099586,0.69905,-0.48774147,0.6118624,1.0154488,0.17176996,-1.3998182,-0.85228693,0.6886754,0.67016864,1.3762408,-0.4965833,0.73281646,0.33319214,-0.5365487,0.5958185,-0.8455719,0.048331,0.048324898,-0.32545835,-0.08911524,-0.54360795,-0.29926452,0.56729406,0.8020276,-0.4793963,0.2605011,-0.4540815,0.7259036,-0.14035909,-0.15418798,-0.0906939,1.5175753,0.27369606,-0.03252899,-0.7832913,0.5191135,0.42075437
US,"Fresh ripe raspberry aromas are cut with cranberry-skin tartness in this wine by Josh Baker and Matt Brain. They have also managed to sneak blood, pencil shavings, eucalyptus and vanilla stick into the nose of this appellation blend. It's lively and tasty with ripe, tart red fruits once sipped, juicy yet cut with chaparral scrub elements.",0.3703290190294001,0.6111111111111107,0.20777375828470332,0.3813178032625595,0.6346153846153847,0.0,0.40957276986465513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8739617901510861,0.0,0.0,0.26161218538382974,9,0.14545454545454545,0.3333333333333333,-0.14446767,-0.4461493,0.024339272,0.28514317,-0.119413026,-0.51487225,0.9857203,0.87935174,-0.89672244,-0.36167064,0.2271786,-0.81456876,0.52556515,0.52161056,-0.36023358,0.46230787,0.7548985,0.12668964,-1.0458738,-0.63215095,0.516606,0.49785632,1.0317329,-0.37143838,0.54308087,0.24962993,-0.39728448,0.44462985,-0.630769,0.03366426,0.03550101,-0.24315889,-0.070617706,-0.4053406,-0.21850273,0.4261787,0.5970881,-0.35607183,0.19041875,-0.33874625,0.54451627,-0.10505982,-0.11661205,-0.07020747,1.1358769,0.20339532,-0.02602379,-0.58273095,0.38647392,0.31016475
US,"Here's a pleasant, fruity, rich Bordeaux blend that impresses for its sheer wealth of flavor. Floods the mouth with blackberries, cherries, red and black currants and sweet, smoky oak, with firm but finely ground tannins. Feels direct and simple now, but that could be a function of youth. Try holding for 4–6 years and see where it goes.",0.43652419118256935,0.4999999999999991,0.14847904729212327,0.4408487187080603,0.06730769230769232,0.0,0.0,0.45331225344499887,0.0,0.0,0.0,0.0,0.0,0.44535052482394305,0.0,0.4740008844807758,0.0,0.4616959879831252,0.3979081390313396,0.0,10,0.16083333333333336,0.5207142857142857,-0.16632769,-0.51455086,0.026689997,0.3304592,-0.1359147,-0.594911,1.1405177,1.0147457,-1.0372741,-0.4214393,0.2623151,-0.9408457,0.6068613,0.60259336,-0.42309576,0.531483,0.8735352,0.14775361,-1.207262,-0.7345289,0.5974996,0.57863015,1.1905276,-0.43215862,0.6322482,0.28697357,-0.45805958,0.51071286,-0.728962,0.04022544,0.04202859,-0.27990642,-0.07967267,-0.4673512,-0.2546749,0.4903868,0.6914439,-0.41435012,0.2246522,-0.38919556,0.6258995,-0.119718716,-0.13265775,-0.07714492,1.3125114,0.23570669,-0.030209677,-0.67413825,0.45201758,0.36012405
