country,description,log_price_normalized,points_normalized,vfm_normalized,log_pxp_normalized,encoded_variety,acidity,aromas,black,cherry,dry,finish,flavors,fruit,oak,palate,rich,ripe,sweet,tannins,wine,adj_count,polarity,subjectivity,adj_embed_0,adj_embed_1,adj_embed_2,adj_embed_3,adj_embed_4,adj_embed_5,adj_embed_6,adj_embed_7,adj_embed_8,adj_embed_9,adj_embed_10,adj_embed_11,adj_embed_12,adj_embed_13,adj_embed_14,adj_embed_15,adj_embed_16,adj_embed_17,adj_embed_18,adj_embed_19,adj_embed_20,adj_embed_21,adj_embed_22,adj_embed_23,adj_embed_24,adj_embed_25,adj_embed_26,adj_embed_27,adj_embed_28,adj_embed_29,adj_embed_30,adj_embed_31,adj_embed_32,adj_embed_33,adj_embed_34,adj_embed_35,adj_embed_36,adj_embed_37,adj_embed_38,adj_embed_39
US,"This proprietary bottling from Shafer is always a huge wine. The 2010, which contains a splash of Petite Verdot, is gigantically packed with blackberry jam, black currant, dark chocolate and sweet oak, courtesy of 20 months in 100% new French oak barrels. The wine is a bit of a bully now, but it has the balance to age. Give it until 2018.",0.571772936927943,0.6666666666666661,0.07899624162727856,0.5801140091362746,0.11538461538461539,0.0,0.0,0.36995574889175037,0.0,0.0,0.0,0.0,0.0,0.7269160967013945,0.0,0.0,0.0,0.3767978555544119,0.0,0.439032012805387,7,0.09494949494949496,0.472979797979798,0.021954089403152466,-0.0648716539144516,-0.11032278090715408,0.11216754466295242,0.022740429267287254,-0.03354316204786301,0.0977480337023735,0.12032659351825714,-0.03540920093655586,0.06891650706529617,0.10970862954854965,-0.2313719540834427,0.2071363776922226,-0.015191884711384773,0.2827903926372528,0.11440522223711014,-0.081189826130867,0.009658175520598888,0.019675787538290024,-0.18694759905338287,0.05025751516222954,-0.07743916660547256,0.24284450709819794,0.04545583203434944,-0.11120803654193878,-0.06269484013319016,0.021300408989191055,0.34728381037712097,-0.19015054404735565,0.07619141787290573,0.2884756922721863,0.08394264429807663,0.09838874638080597,-0.10239352285861969,0.17555880546569824,0.11547708511352539,0.35329046845436096,-0.18832504749298096,-0.2750038802623749,-0.3243514597415924
Italy,"Made with organically farmed fruit, this blend of Sangiovese, Cabernet Sauvignon and Colorino opens with an inky, dark color and savory aromas of ripe fruit, prune, plum, leather, tobacco and exotic spice. It's firm and well structured, with a velvety feel to the tannins.",0.4057988371578959,0.4999999999999991,0.17179522967064884,0.41090278955318493,0.6923076923076923,0.0,0.4277065055094797,0.0,0.0,0.0,0.0,0.0,0.6674542937823723,0.0,0.0,0.0,0.45632811885645325,0.0,0.4041491788897696,0.0,6,0.04999999999999999,0.6,0.011853218078613281,-0.06352193653583527,-0.12241718918085098,0.11341783404350281,0.030397668480873108,-0.04485452175140381,0.09020668268203735,0.11363404989242554,-0.028433576226234436,0.07663370668888092,0.10903656482696533,-0.2285175770521164,0.20987527072429657,-0.02242356538772583,0.28217437863349915,0.11391610652208328,-0.08137170225381851,0.005634380038827658,0.019031019881367683,-0.18906642496585846,0.033200953155756,-0.07692909985780716,0.2386232167482376,0.04389827325940132,-0.11206316947937012,-0.061426907777786255,0.023974403738975525,0.3449137210845947,-0.18553565442562103,0.07185770571231842,0.2776040732860565,0.09125363081693649,0.09966599941253662,-0.10371601581573486,0.17014658451080322,0.11572209000587463,0.35355281829833984,-0.18374472856521606,-0.2722156047821045,-0.32667791843414307
Italy,"Aromas of blue flower, black-skinned fruit and a whiff of Mediterranean scrub meld in the glass. The chewy, straightforward palate doles out juicy black cherry and ground pepper. It's made to drink young so enjoy soon.",0.2989628796719753,0.4999999999999991,0.2820171827327699,0.3067882367960151,0.5576923076923077,0.0,0.3464067010833795,0.7458075253059339,0.3209775074029369,0.0,0.0,0.0,0.2702912359933275,0.0,0.3843040724844925,0.0,0.0,0.0,0.0,0.0,7,0.14166666666666666,0.3616666666666667,0.012688638642430305,-0.05953635647892952,-0.09924281388521194,0.11164513975381851,0.022669656202197075,-0.03584238514304161,0.07938496768474579,0.10531072318553925,-0.02595108188688755,0.06937337666749954,0.09255558997392654,-0.2045566588640213,0.1804327666759491,-0.008571306243538857,0.24494311213493347,0.0957876518368721,-0.06800810247659683,0.010062167420983315,0.020961273461580276,-0.17179934680461884,0.04607757553458214,-0.06403874605894089,0.2107028067111969,0.04381517693400383,-0.09796317666769028,-0.06042362004518509,0.015917759388685226,0.3043935000896454,-0.1733708381652832,0.06633155792951584,0.2512342631816864,0.06920590251684189,0.09199785441160202,-0.1096348986029625,0.14454367756843567,0.09644246846437454,0.3253156542778015,-0.17120905220508575,-0.23954333364963531,-0.2952679991722107
Italy,"Bright, clean and linear with pretty accents of spice, blackberry, leather and lingering tobacco, Villa al Cortile Riserva is the kind of wine you'll want to pair with a hearty meat dinner. The wine shows velvety, soft texture in the mouth.",0.5298210462996781,0.6111111111111107,0.0965197644635737,0.5367695589430861,0.7788461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.40333333333333343,0.75,0.0184186939150095,-0.0618392638862133,-0.11341314762830734,0.11465432494878769,0.021244848147034645,-0.02138332463800907,0.09934479743242264,0.10345771163702011,-0.03883378580212593,0.07380890101194382,0.09248127788305283,-0.2189800888299942,0.1839226335287094,-0.022983074188232422,0.2642495632171631,0.10385999828577042,-0.06780105829238892,0.010579780675470829,0.02425437420606613,-0.1713932305574417,0.0480470210313797,-0.08227559179067612,0.23275411128997803,0.054106634110212326,-0.09948127716779709,-0.06125791743397713,0.01901090331375599,0.32266518473625183,-0.18108512461185455,0.05933118984103203,0.26830151677131653,0.07841894775629044,0.09394773840904236,-0.11199590563774109,0.1566503643989563,0.08989358693361282,0.3420580327510834,-0.17399896681308746,-0.2602357566356659,-0.30414825677871704
US,"Though labeled simply Columbia Valley, the grapes are single vineyard, Rattlesnake Hills AVA fruit. The best of the Girly Girl lineup, though the promising beginning (cassis and berry, scented with black olive and herb) quickly fades into a forest floor finale of decaying leaves.",0.265229661158644,0.2777777777777777,0.31342966219117807,0.26360940174191194,0.11538461538461539,0.0,0.0,0.8096764665801874,0.0,0.0,0.0,0.0,0.5868764942185218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.21587301587301588,0.3841269841269841,0.012915565632283688,-0.06308931857347488,-0.09292270988225937,0.1029651015996933,0.02153969742357731,-0.024265609681606293,0.07952386140823364,0.10109193623065948,-0.018728697672486305,0.05801291763782501,0.0836762860417366,-0.19003552198410034,0.17074069380760193,0.0002853497862815857,0.2276761531829834,0.0947040393948555,-0.06526712328195572,0.02191849611699581,0.014878880232572556,-0.15168485045433044,0.029018964618444443,-0.05257256329059601,0.20113855600357056,0.0371406264603138,-0.08325120806694031,-0.05322669446468353,0.026662519201636314,0.2829998731613159,-0.14559602737426758,0.0598260872066021,0.24607203900814056,0.07520721107721329,0.09632229059934616,-0.0935630351305008,0.14379897713661194,0.09472250193357468,0.2990666627883911,-0.15345919132232666,-0.21796175837516785,-0.278581440448761
US,"The 2009 vintage blend is 41% Marsanne, 42% Grenache Blanc, 10% Picpoul and 7% Roussanne. Complex, rich and dense, it wraps its stone and tropical fruit flavors in layers of caramel, nougat, marshmallow and spice. Still quite young, with plenty of years of life ahead.",0.3283771284011352,0.6666666666666661,0.25520952707876743,0.3428848999996936,0.9807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.42184226853790174,0.516530497498502,0.0,0.0,0.7451478682977942,0.0,0.0,0.0,0.0,5,0.05833333333333334,0.5166666666666666,0.0170659888535738,-0.04771497845649719,-0.1167835220694542,0.11255855858325958,0.021765563637018204,-0.02025265246629715,0.09924156963825226,0.10271914303302765,-0.019661257043480873,0.07774901390075684,0.10444100201129913,-0.21521472930908203,0.1982339769601822,-0.014154063537716866,0.2597425580024719,0.09767249971628189,-0.07344000786542892,0.014264988712966442,0.02776702679693699,-0.17757496237754822,0.03121267259120941,-0.06882165372371674,0.22614403069019318,0.05034417659044266,-0.10333564132452011,-0.07169748842716217,0.021033693104982376,0.31271857023239136,-0.17886020243167877,0.0568123385310173,0.2772601842880249,0.06847642362117767,0.09281051158905029,-0.10378100723028183,0.15401898324489594,0.09499402344226837,0.3264288902282715,-0.1726490706205368,-0.26875895261764526,-0.3003987967967987
Italy,"A blend of Nero d'Avola, Syrah, Merlot and Cabernet Sauvignon, Campobello's entry-level red is slightly muddled, but it does a good job of offering genuine fruit flavors and overall freshness.",0.23963682528528263,0.33333333333333304,0.3563521365875177,0.24129658043390045,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.6325426926623351,0.7745254947123966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.18666666666666668,0.2533333333333333,0.019078301265835762,-0.037494007498025894,-0.08315523713827133,0.07455671578645706,0.020307762548327446,-0.013358044438064098,0.05645255371928215,0.06959282606840134,-0.016960661858320236,0.049793798476457596,0.06818635761737823,-0.14058491587638855,0.13195015490055084,-0.026819812133908272,0.1887003630399704,0.07805140316486359,-0.04075392708182335,0.002826077863574028,0.020848065614700317,-0.12938612699508667,0.012400870211422443,-0.04967305064201355,0.1437506377696991,0.033580560237169266,-0.06360659748315811,-0.056056395173072815,0.017642619088292122,0.22410666942596436,-0.12146604061126709,0.040566328912973404,0.1958443969488144,0.051055848598480225,0.056206319481134415,-0.06751090288162231,0.10617443919181824,0.07227678596973419,0.2318313717842102,-0.12734921276569366,-0.18928219377994537,-0.19541092216968536
US,"This unusual wine displays notes of cigar box, strong green herbs and woodspice. It drinks on the lighter side of medium bodied with coffee and nori flavors and a smoke-filled finish.",0.2989628796719753,0.11111111111111072,0.25867718402903633,0.28842164752044486,0.8557692307692308,0.0,0.0,0.0,0.0,0.0,0.7276372193080664,0.48447459250222835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4856217111059026,4,0.14444444444444443,0.6777777777777777,0.010622301138937473,-0.06008986383676529,-0.09775662422180176,0.0906975120306015,0.013203615322709084,-0.02592899650335312,0.07693493366241455,0.1022106260061264,-0.03486045077443123,0.05502226576209068,0.08654649555683136,-0.19353988766670227,0.1756294220685959,-0.02140280045568943,0.23705589771270752,0.08220144361257553,-0.0738249272108078,0.019716400653123856,0.016987936571240425,-0.14880648255348206,0.023861834779381752,-0.057261884212493896,0.20193365216255188,0.039753351360559464,-0.09977272152900696,-0.05446299910545349,0.011977234855294228,0.2715182900428772,-0.16487684845924377,0.0496714785695076,0.23884418606758118,0.06217719614505768,0.07459497451782227,-0.08419796079397202,0.12431187927722931,0.0778525322675705,0.2955789268016815,-0.15835563838481903,-0.2224944531917572,-0.2717309594154358
US,"A bit rough in texture, but otherwise pretty flavorful, with vanilla, lime, strawberry and yeast flavors. It's a great sparkling wine for everyday.",0.3703290190294001,0.3888888888888884,0.19799318739932928,0.3712376918768605,0.8173076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.7062701484232128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7079424252340392,4,0.1875,0.6875,0.0075654624961316586,-0.03806654363870621,-0.0815107673406601,0.09429880231618881,0.02472732588648796,-0.013966921716928482,0.06515907496213913,0.0879354253411293,-0.02032463252544403,0.053296901285648346,0.06118267402052879,-0.16338302195072174,0.1511262059211731,-0.007436836138367653,0.1839541792869568,0.06434424221515656,-0.04946554824709892,0.00946625042706728,0.023069631308317184,-0.1306048482656479,0.027438336983323097,-0.05918344110250473,0.14801310002803802,0.02567192353308201,-0.07435255497694016,-0.04427008703351021,0.017366530373692513,0.24050413072109222,-0.1205197423696518,0.05766017362475395,0.1916729062795639,0.05358601361513138,0.05864502489566803,-0.063518226146698,0.11231077462434769,0.07367216050624847,0.23568446934223175,-0.1382894366979599,-0.18428121507167816,-0.2238103598356247
France,"It's not a bad name for this vineyard—Charmes. This wine, which expresses the nature of the vineyard, is certainly approachable, friendly almost. But there's also a steel fist there that demands time. And if you can't wait, it's a great wine to drink now.",0.628175211737129,0.7222222222222214,0.05941738143101352,0.6375195730741907,0.14423076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.4348214285714286,0.6220238095238095,0.0034350822679698467,-0.047491345554590225,-0.09028871357440948,0.10137712955474854,0.0216229148209095,-0.013147237710654736,0.06196730583906174,0.08813754469156265,-0.03656252473592758,0.061794381588697433,0.08899440616369247,-0.18199406564235687,0.16062919795513153,-0.023914087563753128,0.22280582785606384,0.08298049122095108,-0.0539461113512516,-0.007736888714134693,0.01567598059773445,-0.1535722017288208,0.014458922669291496,-0.06765533983707428,0.17699600756168365,0.03452766314148903,-0.08453385531902313,-0.05409356579184532,0.0076380325481295586,0.271302729845047,-0.13462401926517487,0.05105450004339218,0.21347740292549133,0.04951093718409538,0.07098612934350967,-0.0823138952255249,0.12976962327957153,0.07882858067750931,0.276684045791626,-0.14798860251903534,-0.2020958662033081,-0.2476910501718521
US,"Like a photocopy of a photocopy, this thinned-down Pinot Noir contains only a suggestion of the real thing. It's dry, but watery in cherry-cola flavors.",0.15949202727027811,0.11111111111111072,0.4865200285178633,0.15255151371957676,0.6346153846153847,0.0,0.0,0.0,0.6135570932917362,0.667458911184707,0.0,0.4219553236440101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.04444444444444445,0.6333333333333333,0.02116880565881729,-0.06704142689704895,-0.11911210417747498,0.11960896849632263,0.008527438156306744,-0.03566160798072815,0.10692257434129715,0.1109643429517746,-0.04748380929231644,0.09637880325317383,0.11640582978725433,-0.22004026174545288,0.2007339894771576,-0.004354860633611679,0.28112372756004333,0.11138533800840378,-0.08852263540029526,-0.005989748053252697,0.010834425687789917,-0.1704745888710022,0.03901994228363037,-0.07974231243133545,0.23663771152496338,0.05987459048628807,-0.09613630920648575,-0.08382663130760193,0.03210404887795448,0.3415471315383911,-0.18174460530281067,0.06308064609766006,0.2918592095375061,0.08086800575256348,0.10300414264202118,-0.10395131260156631,0.16970910131931305,0.11435885727405548,0.35893839597702026,-0.16314861178398132,-0.26941049098968506,-0.3291459083557129
