country,description,log_price_normalized,points_normalized,vfm_normalized,log_pxp_normalized,encoded_variety,acidity,aromas,black,cherry,dry,finish,flavors,fruit,oak,palate,rich,ripe,sweet,tannins,wine,adj_count,adjectives,polarity,subjectivity
US,"This proprietary bottling from Shafer is always a huge wine. The 2010, which contains a splash of Petite Verdot, is gigantically packed with blackberry jam, black currant, dark chocolate and sweet oak, courtesy of 20 months in 100% new French oak barrels. The wine is a bit of a bully now, but it has the balance to age. Give it until 2018.",0.571772936927943,0.6666666666666661,0.07899624162727856,0.5801140091362746,0.11538461538461539,0.0,0.0,0.36995574889175037,0.0,0.0,0.0,0.0,0.0,0.7269160967013945,0.0,0.0,0.0,0.3767978555544119,0.0,0.439032012805387,7,"['proprietary', 'huge', 'black', 'dark', 'sweet', 'new', 'french']",0.09494949494949496,0.472979797979798
Italy,"Made with organically farmed fruit, this blend of Sangiovese, Cabernet Sauvignon and Colorino opens with an inky, dark color and savory aromas of ripe fruit, prune, plum, leather, tobacco and exotic spice. It's firm and well structured, with a velvety feel to the tannins.",0.4057988371578959,0.4999999999999991,0.17179522967064884,0.41090278955318493,0.6923076923076923,0.0,0.4277065055094797,0.0,0.0,0.0,0.0,0.0,0.6674542937823723,0.0,0.0,0.0,0.45632811885645325,0.0,0.4041491788897696,0.0,6,"['inky', 'dark', 'savory', 'ripe', 'exotic', 'firm']",0.04999999999999999,0.6
Italy,"Aromas of blue flower, black-skinned fruit and a whiff of Mediterranean scrub meld in the glass. The chewy, straightforward palate doles out juicy black cherry and ground pepper. It's made to drink young so enjoy soon.",0.2989628796719753,0.4999999999999991,0.2820171827327699,0.3067882367960151,0.5576923076923077,0.0,0.3464067010833795,0.7458075253059339,0.3209775074029369,0.0,0.0,0.0,0.2702912359933275,0.0,0.3843040724844925,0.0,0.0,0.0,0.0,0.0,7,"['blue', 'black', 'skinned', 'straightforward', 'juicy', 'black', 'young']",0.14166666666666666,0.3616666666666667
Italy,"Bright, clean and linear with pretty accents of spice, blackberry, leather and lingering tobacco, Villa al Cortile Riserva is the kind of wine you'll want to pair with a hearty meat dinner. The wine shows velvety, soft texture in the mouth.",0.5298210462996781,0.6111111111111107,0.0965197644635737,0.5367695589430861,0.7788461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,"['bright', 'clean', 'linear', 'pretty', 'hearty', 'soft']",0.40333333333333343,0.75
US,"Though labeled simply Columbia Valley, the grapes are single vineyard, Rattlesnake Hills AVA fruit. The best of the Girly Girl lineup, though the promising beginning (cassis and berry, scented with black olive and herb) quickly fades into a forest floor finale of decaying leaves.",0.265229661158644,0.2777777777777777,0.31342966219117807,0.26360940174191194,0.11538461538461539,0.0,0.0,0.8096764665801874,0.0,0.0,0.0,0.0,0.5868764942185218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"['single', 'best', 'promising', 'black']",0.21587301587301588,0.3841269841269841
US,"The 2009 vintage blend is 41% Marsanne, 42% Grenache Blanc, 10% Picpoul and 7% Roussanne. Complex, rich and dense, it wraps its stone and tropical fruit flavors in layers of caramel, nougat, marshmallow and spice. Still quite young, with plenty of years of life ahead.",0.3283771284011352,0.6666666666666661,0.25520952707876743,0.3428848999996936,0.9807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.42184226853790174,0.516530497498502,0.0,0.0,0.7451478682977942,0.0,0.0,0.0,0.0,5,"['rich', 'dense', 'tropical', 'nougat', 'young']",0.05833333333333334,0.5166666666666666
Italy,"A blend of Nero d'Avola, Syrah, Merlot and Cabernet Sauvignon, Campobello's entry-level red is slightly muddled, but it does a good job of offering genuine fruit flavors and overall freshness.",0.23963682528528263,0.33333333333333304,0.3563521365875177,0.24129658043390045,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.6325426926623351,0.7745254947123966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"['good', 'genuine', 'overall']",0.18666666666666668,0.2533333333333333
US,"This unusual wine displays notes of cigar box, strong green herbs and woodspice. It drinks on the lighter side of medium bodied with coffee and nori flavors and a smoke-filled finish.",0.2989628796719753,0.11111111111111072,0.25867718402903633,0.28842164752044486,0.8557692307692308,0.0,0.0,0.0,0.0,0.0,0.7276372193080664,0.48447459250222835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4856217111059026,4,"['unusual', 'strong', 'green', 'lighter']",0.14444444444444443,0.6777777777777777
US,"A bit rough in texture, but otherwise pretty flavorful, with vanilla, lime, strawberry and yeast flavors. It's a great sparkling wine for everyday.",0.3703290190294001,0.3888888888888884,0.19799318739932928,0.3712376918768605,0.8173076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.7062701484232128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7079424252340392,4,"['rough', 'flavorful', 'great', 'sparkling']",0.1875,0.6875
France,"It's not a bad name for this vineyard—Charmes. This wine, which expresses the nature of the vineyard, is certainly approachable, friendly almost. But there's also a steel fist there that demands time. And if you can't wait, it's a great wine to drink now.",0.628175211737129,0.7222222222222214,0.05941738143101352,0.6375195730741907,0.14423076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,"['bad', 'approachable', 'friendly', 'great']",0.4348214285714286,0.6220238095238095
US,"Like a photocopy of a photocopy, this thinned-down Pinot Noir contains only a suggestion of the real thing. It's dry, but watery in cherry-cola flavors.",0.15949202727027811,0.11111111111111072,0.4865200285178633,0.15255151371957676,0.6346153846153847,0.0,0.0,0.0,0.6135570932917362,0.667458911184707,0.0,0.4219553236440101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"['real', 'dry']",0.04444444444444445,0.6333333333333333
US,"Spicy and dry, this Zin offers flavors of currants, tobacco, pepper and cocoa. The tannins are thick, but acidity is low, giving it a soft mouthfeel. Could be more concentrated, but it's an elegant wine.",0.41228090965766484,0.3888888888888884,0.16253861793984842,0.4121233361700447,1.0,0.5044976803070494,0.0,0.0,0.0,0.5274160454594972,0.0,0.33342278367652284,0.0,0.0,0.0,0.0,0.0,0.0,0.49441462970873556,0.33421224814785616,7,"['spicy', 'dry', 'thick', 'low', 'soft', 'concentrated', 'elegant']",0.11904761904761904,0.46071428571428574
US,"Fresh ripe raspberry aromas are cut with cranberry-skin tartness in this wine by Josh Baker and Matt Brain. They have also managed to sneak blood, pencil shavings, eucalyptus and vanilla stick into the nose of this appellation blend. It's lively and tasty with ripe, tart red fruits once sipped, juicy yet cut with chaparral scrub elements.",0.3703290190294001,0.6111111111111107,0.20777375828470332,0.3813178032625595,0.6346153846153847,0.0,0.40957276986465513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8739617901510861,0.0,0.0,0.26161218538382974,9,"['fresh', 'ripe', 'lively', 'tasty', 'ripe', 'tart', 'red', 'juicy', 'chaparral']",0.14545454545454545,0.3333333333333333
US,"Here's a pleasant, fruity, rich Bordeaux blend that impresses for its sheer wealth of flavor. Floods the mouth with blackberries, cherries, red and black currants and sweet, smoky oak, with firm but finely ground tannins. Feels direct and simple now, but that could be a function of youth. Try holding for 4–6 years and see where it goes.",0.43652419118256935,0.4999999999999991,0.14847904729212327,0.4408487187080603,0.06730769230769232,0.0,0.0,0.45331225344499887,0.0,0.0,0.0,0.0,0.0,0.44535052482394305,0.0,0.4740008844807758,0.0,0.4616959879831252,0.3979081390313396,0.0,10,"['rich', 'sheer', 'red', 'black', 'sweet', 'smoky', 'firm', 'ground', 'direct', 'simple']",0.16083333333333336,0.5207142857142857
France,"Powerful and intense without going over the top, this is a fine example of white Hermitage. The golden straw color gives a first indication of its richness, followed by scents of honey, even a hint of butterscotch. It's unctuous in the mouth, boasting flavors of grilled nuts and stone fruits, and finishing with just a touch of warmth.",0.4878691556714132,0.6666666666666661,0.12023764886060576,0.49832897902565265,0.7115384615384616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,"['powerful', 'intense', 'fine', 'white', 'golden', 'first', 'unctuous']",0.28095238095238095,0.5476190476190477
US,"Though it's a huge tannic monster right now, this Bordeaux blend, a first release and new brand name from Steven Kent Winery, is an ode to Steven Kent Mirassou's family's long lineage in California winemaking and the roots of Livermore's history in wine as well. A majority Cabernet (75%), with all the lush cassis and black cherry one would hope for, the wine shows nicely honed herbal notes from its 15% Cab Franc in the middle, with a little touch of spice on the finish coming from 5% Petit Verdot (3% Malbec and 2% Merlot round out the blend). Give this one time and it will surely reward.",0.6987061474305353,0.7777777777777777,0.04042819043595364,0.7086741088728459,0.06730769230769232,0.0,0.0,0.5038169440294551,0.43366123669938467,0.0,0.44792571195558073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978870924031288,9,"['huge', 'tannic', 'first', 'new', 'long', 'lush', 'black', 'herbal', 'little']",0.13899260461760463,0.5121512746512747
US,"Dry as a bone, with bristling minerality, this is an elegant rosé that balances penetrating strawberry, cherry and plum flavors with sharp, lime-tinged acidity and a hint of wildflower. Drink now.",0.27703216391229124,0.44444444444444375,0.3080246098597872,0.28288549199668633,0.7403846153846154,0.5381296177458263,0.0,0.0,0.5171440182612584,0.562575817520897,0.0,0.3556501489132604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"['elegant', 'sharp']",0.10277777777777779,0.7833333333333333
US,"One of the first 2008 Pinots to be released, this fresh young wine has Beaujolais Nouveau-like flavors of freshly crushed cherries, with tangy acidity. It's a fun wine to drink with a juicy cheeseburger.",0.2256871994234474,0.2777777777777777,0.3749603918565657,0.22508447771223516,0.6346153846153847,0.5596968236957973,0.0,0.0,0.0,0.0,0.0,0.36990392672961736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7415595394402565,7,"['first', 'fresh', 'young', 'like', 'tangy', 'fun', 'juicy']",0.17,0.3066666666666667
US,"A very good introduction to Steven Kent's Livermore Cabernets, sourced from a handful of his single-vineyard designates, including the Ghielmetti, Home Ranch and Smith Ranch. This is 79% Cab with smatterings of Cab Franc, Malbec and Petit Verdot (an up and coming varietal in Livermore), and still needs some time to develop but all the essentials are there.",0.4057988371578959,0.4999999999999991,0.17179522967064884,0.41090278955318493,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"['good', 'single', 'up', 'varietal']",0.9099999999999999,0.7800000000000001
France,"Syrah and Cabernet Sauvignon make a warm, blend that is full, herbal and concentrated with black fruits and dark tannins. Spice provides a reminder that this wine comes from a warm climate. Drink now, although the wine will be better from 2016.",0.43652419118256935,0.6111111111111107,0.15214676137413852,0.44583262234106225,0.6923076923076923,0.0,0.0,0.5608789657472839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923279787525152,0.6656034458442355,7,"['warm', 'full', 'herbal', 'black', 'dark', 'warm', 'better']",0.2888888888888889,0.513888888888889
Italy,"This opens with a pretty floral fragrance of acacia, Spanish broom and chamomile. The palate doles out white peach and tangerine zest alongside fresh acidity.",0.27703216391229124,0.3888888888888884,0.30435689577777186,0.28032317133396,0.9807692307692308,0.6559832649262265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7547754342430125,0.0,0.0,0.0,0.0,0.0,5,"['floral', 'spanish', 'white', 'zest', 'fresh']",0.1375,0.375
France,"Green vegetable aromas mingle with fresh kiwi and lime and a touch of pepper and salt. The wine is going through the sort of closed-up phase common with Chenin Blanc, the fruits just a hint, the texture smooth. Give it another 3–4 years, and the fruits will come together with mature almond flavors.",0.2989628796719753,0.6111111111111107,0.28868575379097944,0.3117710082023244,0.15384615384615385,0.0,0.7424613341459596,0.0,0.0,0.0,0.0,0.4731225480938222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47424278780326307,6,"['green', 'fresh', 'common', 'smooth', '3–4', 'mature']",0.06000000000000001,0.38
US,"Ripe orange, lime and honey flavors combine with tingly, mouth-watering acidity to give this dry Chardonnay a sweet-and-sour taste. It's an easy wine to drink with mushroom risotto, garlic shrimp, chicken fajitas.",0.27703216391229124,0.3888888888888884,0.30435689577777186,0.28032317133396,0.14423076923076925,0.4269435951346714,0.0,0.0,0.0,0.4463388264602939,0.0,0.2821672477780774,0.0,0.0,0.0,0.0,0.47243076577241766,0.4854851164743294,0.0,0.28283535154302825,6,"['ripe', 'orange', 'dry', 'sweet', 'sour', 'easy']",0.11666666666666667,0.8333333333333333
US,"This delicate Pinot Noir provides plenty of drinking pleasure, but it's not without limitations. Chief among them is a hint of raw, dank mushroom. It's not strong, but just enough to weigh down the raspberries and cherries. Drink it by 2016.",0.4636258741465087,0.3888888888888884,0.12708404848036756,0.4621665259435932,0.6346153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"['delicate', 'raw', 'strong']",-0.1805982905982906,0.5767521367521368
US,"The shade of this Kathy Joseph creation is that of rosé-colored sunglasses. Such comfort is furthered with a cherry cola and maraschino cherry nose. A slight effervescent zing on the palate accompanies pomegranate flavors followed by an impressively long finish. Great with a fresh garden salad, but able to handle more substantial fare too, such as  breaded chicken cutlets or a cheeseburger.",0.2989628796719753,0.4999999999999991,0.2820171827327699,0.3067882367960151,0.6346153846153847,0.0,0.0,0.0,0.7573727489710805,0.0,0.39114255447483476,0.26043009436718556,0.0,0.0,0.4533984860393652,0.0,0.0,0.0,0.0,0.0,9,"['such', 'slight', 'pomegranate', 'long', 'great', 'fresh', 'able', 'substantial', 'such']",0.14259259259259258,0.5435185185185185
France,"Overt and round, with chunky aromas of berries and stone fruits. Quite lively and zesty, with purity of flavors. Is it a touch limited in scope and complexity? Yes. But the nectarine and orange flavors are crystalline and the mouthfeel rocks. Imported by Vranken America.",0.7077307690797924,0.5555555555555554,0.036049504085732334,0.7077175632691277,0.13461538461538464,0.0,0.6172986337486593,0.0,0.0,0.0,0.0,0.7867289220386134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,"['round', 'chunky', 'lively', 'zesty', 'crystalline']",-0.045021645021645025,0.34761904761904766
Italy,"A pale pink sparkler with loads of intensity and elegance, Essence opens with delicate aromas of cranberry, toasted almond, mature fruit and grapefruit. The wine's perlage is steady and foamy.",0.41228090965766484,0.5555555555555554,0.16865147474320719,0.4197260416324864,0.8173076923076924,0.0,0.7041524678047691,0.0,0.0,0.0,0.0,0.0,0.5494300204224156,0.0,0.0,0.0,0.0,0.0,0.0,0.4497732259073204,6,"['pale', 'pink', 'delicate', 'mature', 'steady', 'foamy']",-0.06866666666666668,0.396
US,Nasty. Hits the mouth with astringent green flavors and turns harsher and more bitter on the finish.,0.31898405454055623,0.0,0.22978004277679492,0.30239402828979123,1.0,0.0,0.0,0.0,0.0,0.0,0.8323758511705102,0.554211550211802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"['astringent', 'green', 'harsher', 'bitter']",-0.19999999999999998,0.575
US,"This wine's excellently layered yet light nose mixes pomelo skin with tangelo and lime-spritzed pink-apple notes. The palate is extremely nervy, with grippy lemon-skin texture and squeezed-citrus flavors, all balanced by riper apple. It's like biting into a cold, crisp, just-ripe pear or nectarine.",0.3703290190294001,0.7222222222222214,0.21266404372739037,0.38619294047237296,0.3942307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.3571669405135766,0.0,0.0,0.621813506175852,0.0,0.5980022576827584,0.0,0.0,0.3580126254027768,9,"['layered', 'light', 'pink', 'nervy', 'grippy', 'riper', 'cold', 'crisp', 'ripe']",0.185,0.8233333333333335
Italy,Viognier does well in warm climates and this Sicilian expression of the French grape shows pretty floral nuances backed by white almond and orange blossom. Pair this wine with sea bass grilled in lemon leaves or fried squid.,0.2527888823873867,0.33333333333333304,0.3357362273683469,0.25411033635148494,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,"['warm', 'sicilian', 'french', 'pretty', 'floral', 'white', 'orange']",0.13999999999999999,0.42000000000000004
Spain,"Yeasty, bready aromas of cantaloupe and citrus feed into an undefined palate that foams up on tongue. Citrus and melon flavors are bland, with powdered sugar and orange notes on the finish.",0.11754013664201335,0.11111111111111072,0.5867708800929471,0.11169709386268689,0.057692307692307696,0.0,0.5305339760524816,0.0,0.0,0.0,0.5077581535985045,0.33807496102005996,0.0,0.0,0.5885751255697673,0.0,0.0,0.0,0.0,0.0,4,"['bready', 'undefined', 'bland', 'powdered']",-0.16666666666666666,0.8333333333333334
US,"Sourced from a vineyard planted by Gary Andrus in 1998, this elegant and expressive wine is shaded a lovely rose tone, and scents of rose petals and ripe cherries emerge instantly from the glass. It's well defined, balanced and detailed with sandalwood, cocoa powder, cinnamon and orange-liqueur highlights. Drink now through 2021.",0.4636258741465087,0.7222222222222214,0.1368646193657416,0.47712362177819134,0.6346153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8579917748598131,0.0,0.0,0.5136634250877784,8,"['elegant', 'expressive', 'lovely', 'rose', 'rose', 'ripe', 'balanced', 'orange']",0.4857142857142857,0.8666666666666668
France,The classic blend for Figeac with its 32% of Cabernet Sauvignon and 28% Cabernet Franc gives a beautifully dense wine with great tannins. The wine is perfumed while the complex tannins are finely cushioned by the generous black fruits and acidity. It is a wine for long-term aging. Drink from 2026.,0.6231179014167868,0.9444444444444438,0.06432538529921751,0.642035366457488,0.06730769230769232,0.3156293579750503,0.0,0.3523904800834021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186421791016505,0.6272805689380215,7,"['classic', 'dense', 'great', 'complex', 'generous', 'black', 'long']",0.29444444444444445,0.5416666666666666
US,"This wine wears its 15.8% alcohol better than any similarly heady wine out there. Yes, it's a bit hot, but the heat comes across as a slight chili pepper edge to the blackberry and dark unsweetened chocolate flavors, and the wine is, in its own way, balanced and elegant. Hard to imagine a more perfect barbecue red.",0.3778739033808697,0.5555555555555554,0.19822981411429802,0.38619294047237296,0.6730769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.3155552439623327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9489072072694319,9,"['heady', 'hot', 'slight', 'dark', 'own', 'balanced', 'elegant', 'hard', 'perfect']",0.2492424242424242,0.578030303030303
US,"Like the regular Chardonnay, Beuna Vista's regular Pinot Noir is a medium-bodied, easy-drinking version of the variety. There's enough herbal complexity to keep it interesting, but the cherry-tinged fruit is ripe and the tannins supple. Finishes with a burst of crisp acidity.",0.2989628796719753,0.3888888888888884,0.27534861167456026,0.30169226942212957,0.6346153846153847,0.4581918804412493,0.0,0.0,0.440323636484897,0.0,0.0,0.0,0.3707911526435215,0.0,0.0,0.0,0.5070082873108424,0.0,0.44903431224110635,0.0,8,"['regular', 'regular', 'enough', 'herbal', 'interesting', 'ripe', 'supple', 'crisp']",0.15,0.3141025641025641
US,"Similar to Petite Sirah, this is a dark, full-bodied red wine with significant tannins. It's dry, with berry, currant and spice flavors, and kind of rustic. Calls to mind barbecue.",0.3703290190294001,0.2777777777777777,0.1931029019566423,0.36602253096780535,0.8846153846153847,0.0,0.0,0.0,0.0,0.6108502147340488,0.0,0.386168340458025,0.0,0.0,0.0,0.0,0.0,0.0,0.5726281658005216,0.387082693644642,7,"['similar', 'dark', 'full', 'bodied', 'red', 'significant', 'dry']",0.09404761904761905,0.5392857142857143
France,"A quite green style of Champagne, very clean and very crisp. From one of the Champagne cooperatives, this is a great value wine, with pleasing freshness. Imported by Grape Expectations of Georgia.",0.4247216884289221,0.33333333333333304,0.15127809224945069,0.42165576308116126,0.13461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,"['green', 'clean', 'crisp', 'great', 'pleasing']",0.3504166666666667,0.6254166666666667
US,"At first this Chaleur Estate seemed closed up tight and lightly herbal, but grudgingly opened with streaks of olive, chalk, coffee grounds. A second bottle was much brighter, layered with plum, cherry, chocolate, herb, and an impression of pepper. Subtle and sleek, this wine is built to age and needs to be decanted.",0.5811660107885219,0.7222222222222214,0.07622507987642259,0.5916950506891989,0.6923076923076923,0.0,0.0,0.0,0.8233309313294269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567561606802485,6,"['tight', 'herbal', 'second', 'brighter', 'subtle', 'sleek']",-0.04523809523809523,0.3898809523809524
US,"An elegant Cabernet that's ready to drink tonight and will hold for some years. Shows good Napa character, with lush, ripe tannins and flavors of black currants, blackberries and cedar that cry out for a good steak.",0.3703290190294001,0.44444444444444375,0.2004383301206728,0.3738005004254199,0.11538461538461539,0.0,0.0,0.567668643857469,0.0,0.0,0.0,0.33603478008673787,0.0,0.0,0.0,0.0,0.5626208205688061,0.0,0.49828781804852795,0.0,8,"['elegant', 'ready', 'good', 'napa', 'lush', 'ripe', 'black', 'good']",0.33888888888888885,0.5722222222222222
US,"A light, entry-level red, with fresh berry aromas and a touch of dried herbs. Dry, but with an appealing softness to its texture.",0.21083699175912196,0.2777777777777777,0.4009400332708405,0.21061762105872495,0.6923076923076923,0.0,0.704286209120439,0.0,0.0,0.7099161469094509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"['fresh', 'appealing']",0.15555555555555556,0.48333333333333334
US,"This new Malbec is a soft, fruity, extremely dark wine, with scents of raisins and pretty fruit flavors of boysenberries and black cherries, with lighter streaks of coffee and caramel woven through. The balance is excellent, though the wine does not show the depth of flavor that is expressed in its inky dark colors.",0.35445387266905204,0.44444444444444375,0.215807798654832,0.35832948395479236,0.42307692307692313,0.0,0.0,0.551814511638852,0.0,0.0,0.0,0.3266498336198221,0.39997082713462134,0.0,0.0,0.0,0.0,0.0,0.0,0.6548465227686291,9,"['new', 'soft', 'dark', 'pretty', 'black', 'lighter', 'excellent', 'inky', 'dark']",0.14567099567099567,0.5768398268398268
