country,description,log_price_normalized,points_normalized,vfm_normalized,log_pxp_normalized,encoded_variety
US,"This proprietary bottling from Shafer is always a huge wine. The 2010, which contains a splash of Petite Verdot, is gigantically packed with blackberry jam, black currant, dark chocolate and sweet oak, courtesy of 20 months in 100% new French oak barrels. The wine is a bit of a bully now, but it has the balance to age. Give it until 2018.",0.571772936927943,0.6666666666666661,0.07899624162727856,0.5801140091362746,0.11538461538461539
Italy,"Made with organically farmed fruit, this blend of Sangiovese, Cabernet Sauvignon and Colorino opens with an inky, dark color and savory aromas of ripe fruit, prune, plum, leather, tobacco and exotic spice. It's firm and well structured, with a velvety feel to the tannins.",0.4057988371578959,0.4999999999999991,0.17179522967064884,0.41090278955318493,0.6923076923076923
Italy,"Aromas of blue flower, black-skinned fruit and a whiff of Mediterranean scrub meld in the glass. The chewy, straightforward palate doles out juicy black cherry and ground pepper. It's made to drink young so enjoy soon.",0.2989628796719753,0.4999999999999991,0.2820171827327699,0.3067882367960151,0.5576923076923077
Italy,"Bright, clean and linear with pretty accents of spice, blackberry, leather and lingering tobacco, Villa al Cortile Riserva is the kind of wine you'll want to pair with a hearty meat dinner. The wine shows velvety, soft texture in the mouth.",0.5298210462996781,0.6111111111111107,0.0965197644635737,0.5367695589430861,0.7788461538461539
US,"Though labeled simply Columbia Valley, the grapes are single vineyard, Rattlesnake Hills AVA fruit. The best of the Girly Girl lineup, though the promising beginning (cassis and berry, scented with black olive and herb) quickly fades into a forest floor finale of decaying leaves.",0.265229661158644,0.2777777777777777,0.31342966219117807,0.26360940174191194,0.11538461538461539
US,"The 2009 vintage blend is 41% Marsanne, 42% Grenache Blanc, 10% Picpoul and 7% Roussanne. Complex, rich and dense, it wraps its stone and tropical fruit flavors in layers of caramel, nougat, marshmallow and spice. Still quite young, with plenty of years of life ahead.",0.3283771284011352,0.6666666666666661,0.25520952707876743,0.3428848999996936,0.9807692307692308
Italy,"A blend of Nero d'Avola, Syrah, Merlot and Cabernet Sauvignon, Campobello's entry-level red is slightly muddled, but it does a good job of offering genuine fruit flavors and overall freshness.",0.23963682528528263,0.33333333333333304,0.3563521365875177,0.24129658043390045,0.6923076923076923
US,"This unusual wine displays notes of cigar box, strong green herbs and woodspice. It drinks on the lighter side of medium bodied with coffee and nori flavors and a smoke-filled finish.",0.2989628796719753,0.11111111111111072,0.25867718402903633,0.28842164752044486,0.8557692307692308
US,"A bit rough in texture, but otherwise pretty flavorful, with vanilla, lime, strawberry and yeast flavors. It's a great sparkling wine for everyday.",0.3703290190294001,0.3888888888888884,0.19799318739932928,0.3712376918768605,0.8173076923076924
France,"It's not a bad name for this vineyard—Charmes. This wine, which expresses the nature of the vineyard, is certainly approachable, friendly almost. But there's also a steel fist there that demands time. And if you can't wait, it's a great wine to drink now.",0.628175211737129,0.7222222222222214,0.05941738143101352,0.6375195730741907,0.14423076923076925
US,"Like a photocopy of a photocopy, this thinned-down Pinot Noir contains only a suggestion of the real thing. It's dry, but watery in cherry-cola flavors.",0.15949202727027811,0.11111111111111072,0.4865200285178633,0.15255151371957676,0.6346153846153847
US,"Spicy and dry, this Zin offers flavors of currants, tobacco, pepper and cocoa. The tannins are thick, but acidity is low, giving it a soft mouthfeel. Could be more concentrated, but it's an elegant wine.",0.41228090965766484,0.3888888888888884,0.16253861793984842,0.4121233361700447,1.0
US,"Fresh ripe raspberry aromas are cut with cranberry-skin tartness in this wine by Josh Baker and Matt Brain. They have also managed to sneak blood, pencil shavings, eucalyptus and vanilla stick into the nose of this appellation blend. It's lively and tasty with ripe, tart red fruits once sipped, juicy yet cut with chaparral scrub elements.",0.3703290190294001,0.6111111111111107,0.20777375828470332,0.3813178032625595,0.6346153846153847
US,"Here's a pleasant, fruity, rich Bordeaux blend that impresses for its sheer wealth of flavor. Floods the mouth with blackberries, cherries, red and black currants and sweet, smoky oak, with firm but finely ground tannins. Feels direct and simple now, but that could be a function of youth. Try holding for 4–6 years and see where it goes.",0.43652419118256935,0.4999999999999991,0.14847904729212327,0.4408487187080603,0.06730769230769232
France,"Powerful and intense without going over the top, this is a fine example of white Hermitage. The golden straw color gives a first indication of its richness, followed by scents of honey, even a hint of butterscotch. It's unctuous in the mouth, boasting flavors of grilled nuts and stone fruits, and finishing with just a touch of warmth.",0.4878691556714132,0.6666666666666661,0.12023764886060576,0.49832897902565265,0.7115384615384616
US,"Though it's a huge tannic monster right now, this Bordeaux blend, a first release and new brand name from Steven Kent Winery, is an ode to Steven Kent Mirassou's family's long lineage in California winemaking and the roots of Livermore's history in wine as well. A majority Cabernet (75%), with all the lush cassis and black cherry one would hope for, the wine shows nicely honed herbal notes from its 15% Cab Franc in the middle, with a little touch of spice on the finish coming from 5% Petit Verdot (3% Malbec and 2% Merlot round out the blend). Give this one time and it will surely reward.",0.6987061474305353,0.7777777777777777,0.04042819043595364,0.7086741088728459,0.06730769230769232
US,"Dry as a bone, with bristling minerality, this is an elegant rosé that balances penetrating strawberry, cherry and plum flavors with sharp, lime-tinged acidity and a hint of wildflower. Drink now.",0.27703216391229124,0.44444444444444375,0.3080246098597872,0.28288549199668633,0.7403846153846154
US,"One of the first 2008 Pinots to be released, this fresh young wine has Beaujolais Nouveau-like flavors of freshly crushed cherries, with tangy acidity. It's a fun wine to drink with a juicy cheeseburger.",0.2256871994234474,0.2777777777777777,0.3749603918565657,0.22508447771223516,0.6346153846153847
US,"A very good introduction to Steven Kent's Livermore Cabernets, sourced from a handful of his single-vineyard designates, including the Ghielmetti, Home Ranch and Smith Ranch. This is 79% Cab with smatterings of Cab Franc, Malbec and Petit Verdot (an up and coming varietal in Livermore), and still needs some time to develop but all the essentials are there.",0.4057988371578959,0.4999999999999991,0.17179522967064884,0.41090278955318493,0.11538461538461539
France,"Syrah and Cabernet Sauvignon make a warm, blend that is full, herbal and concentrated with black fruits and dark tannins. Spice provides a reminder that this wine comes from a warm climate. Drink now, although the wine will be better from 2016.",0.43652419118256935,0.6111111111111107,0.15214676137413852,0.44583262234106225,0.6923076923076923
Italy,"This opens with a pretty floral fragrance of acacia, Spanish broom and chamomile. The palate doles out white peach and tangerine zest alongside fresh acidity.",0.27703216391229124,0.3888888888888884,0.30435689577777186,0.28032317133396,0.9807692307692308
France,"Green vegetable aromas mingle with fresh kiwi and lime and a touch of pepper and salt. The wine is going through the sort of closed-up phase common with Chenin Blanc, the fruits just a hint, the texture smooth. Give it another 3–4 years, and the fruits will come together with mature almond flavors.",0.2989628796719753,0.6111111111111107,0.28868575379097944,0.3117710082023244,0.15384615384615385
US,"Ripe orange, lime and honey flavors combine with tingly, mouth-watering acidity to give this dry Chardonnay a sweet-and-sour taste. It's an easy wine to drink with mushroom risotto, garlic shrimp, chicken fajitas.",0.27703216391229124,0.3888888888888884,0.30435689577777186,0.28032317133396,0.14423076923076925
US,"This delicate Pinot Noir provides plenty of drinking pleasure, but it's not without limitations. Chief among them is a hint of raw, dank mushroom. It's not strong, but just enough to weigh down the raspberries and cherries. Drink it by 2016.",0.4636258741465087,0.3888888888888884,0.12708404848036756,0.4621665259435932,0.6346153846153847
US,"The shade of this Kathy Joseph creation is that of rosé-colored sunglasses. Such comfort is furthered with a cherry cola and maraschino cherry nose. A slight effervescent zing on the palate accompanies pomegranate flavors followed by an impressively long finish. Great with a fresh garden salad, but able to handle more substantial fare too, such as  breaded chicken cutlets or a cheeseburger.",0.2989628796719753,0.4999999999999991,0.2820171827327699,0.3067882367960151,0.6346153846153847
France,"Overt and round, with chunky aromas of berries and stone fruits. Quite lively and zesty, with purity of flavors. Is it a touch limited in scope and complexity? Yes. But the nectarine and orange flavors are crystalline and the mouthfeel rocks. Imported by Vranken America.",0.7077307690797924,0.5555555555555554,0.036049504085732334,0.7077175632691277,0.13461538461538464
Italy,"A pale pink sparkler with loads of intensity and elegance, Essence opens with delicate aromas of cranberry, toasted almond, mature fruit and grapefruit. The wine's perlage is steady and foamy.",0.41228090965766484,0.5555555555555554,0.16865147474320719,0.4197260416324864,0.8173076923076924
US,Nasty. Hits the mouth with astringent green flavors and turns harsher and more bitter on the finish.,0.31898405454055623,0.0,0.22978004277679492,0.30239402828979123,1.0
US,"This wine's excellently layered yet light nose mixes pomelo skin with tangelo and lime-spritzed pink-apple notes. The palate is extremely nervy, with grippy lemon-skin texture and squeezed-citrus flavors, all balanced by riper apple. It's like biting into a cold, crisp, just-ripe pear or nectarine.",0.3703290190294001,0.7222222222222214,0.21266404372739037,0.38619294047237296,0.3942307692307693
Italy,Viognier does well in warm climates and this Sicilian expression of the French grape shows pretty floral nuances backed by white almond and orange blossom. Pair this wine with sea bass grilled in lemon leaves or fried squid.,0.2527888823873867,0.33333333333333304,0.3357362273683469,0.25411033635148494,0.9615384615384616
Spain,"Yeasty, bready aromas of cantaloupe and citrus feed into an undefined palate that foams up on tongue. Citrus and melon flavors are bland, with powdered sugar and orange notes on the finish.",0.11754013664201335,0.11111111111111072,0.5867708800929471,0.11169709386268689,0.057692307692307696
US,"Sourced from a vineyard planted by Gary Andrus in 1998, this elegant and expressive wine is shaded a lovely rose tone, and scents of rose petals and ripe cherries emerge instantly from the glass. It's well defined, balanced and detailed with sandalwood, cocoa powder, cinnamon and orange-liqueur highlights. Drink now through 2021.",0.4636258741465087,0.7222222222222214,0.1368646193657416,0.47712362177819134,0.6346153846153847
France,The classic blend for Figeac with its 32% of Cabernet Sauvignon and 28% Cabernet Franc gives a beautifully dense wine with great tannins. The wine is perfumed while the complex tannins are finely cushioned by the generous black fruits and acidity. It is a wine for long-term aging. Drink from 2026.,0.6231179014167868,0.9444444444444438,0.06432538529921751,0.642035366457488,0.06730769230769232
US,"This wine wears its 15.8% alcohol better than any similarly heady wine out there. Yes, it's a bit hot, but the heat comes across as a slight chili pepper edge to the blackberry and dark unsweetened chocolate flavors, and the wine is, in its own way, balanced and elegant. Hard to imagine a more perfect barbecue red.",0.3778739033808697,0.5555555555555554,0.19822981411429802,0.38619294047237296,0.6730769230769231
US,"Like the regular Chardonnay, Beuna Vista's regular Pinot Noir is a medium-bodied, easy-drinking version of the variety. There's enough herbal complexity to keep it interesting, but the cherry-tinged fruit is ripe and the tannins supple. Finishes with a burst of crisp acidity.",0.2989628796719753,0.3888888888888884,0.27534861167456026,0.30169226942212957,0.6346153846153847
US,"Similar to Petite Sirah, this is a dark, full-bodied red wine with significant tannins. It's dry, with berry, currant and spice flavors, and kind of rustic. Calls to mind barbecue.",0.3703290190294001,0.2777777777777777,0.1931029019566423,0.36602253096780535,0.8846153846153847
France,"A quite green style of Champagne, very clean and very crisp. From one of the Champagne cooperatives, this is a great value wine, with pleasing freshness. Imported by Grape Expectations of Georgia.",0.4247216884289221,0.33333333333333304,0.15127809224945069,0.42165576308116126,0.13461538461538464
US,"At first this Chaleur Estate seemed closed up tight and lightly herbal, but grudgingly opened with streaks of olive, chalk, coffee grounds. A second bottle was much brighter, layered with plum, cherry, chocolate, herb, and an impression of pepper. Subtle and sleek, this wine is built to age and needs to be decanted.",0.5811660107885219,0.7222222222222214,0.07622507987642259,0.5916950506891989,0.6923076923076923
US,"An elegant Cabernet that's ready to drink tonight and will hold for some years. Shows good Napa character, with lush, ripe tannins and flavors of black currants, blackberries and cedar that cry out for a good steak.",0.3703290190294001,0.44444444444444375,0.2004383301206728,0.3738005004254199,0.11538461538461539
US,"A light, entry-level red, with fresh berry aromas and a touch of dried herbs. Dry, but with an appealing softness to its texture.",0.21083699175912196,0.2777777777777777,0.4009400332708405,0.21061762105872495,0.6923076923076923
US,"This new Malbec is a soft, fruity, extremely dark wine, with scents of raisins and pretty fruit flavors of boysenberries and black cherries, with lighter streaks of coffee and caramel woven through. The balance is excellent, though the wine does not show the depth of flavor that is expressed in its inky dark colors.",0.35445387266905204,0.44444444444444375,0.215807798654832,0.35832948395479236,0.42307692307692313
France,"Light, fresh wine, showing pineapple and pear flavors, but in a delicate way. It has lift, crispness, a fine touch of citrus and a hint of toast. An attractive, easy white Burgundy. Imported by Frederick Wildman & Sons, Ltd.",0.23963682528528263,0.2777777777777777,0.3520371788439703,0.23867462655922478,0.14423076923076925
Spain,"Dark and deep, with cola, black fruit and truffle aromas. There's good lift to the palate, but overall it has to be classified as a dense, warm-climate wine with a big body and equally large flavors of black plum, olive and coffee. Seems short and a little simple on the finish.",0.43652419118256935,0.3888888888888884,0.14481133321010797,0.43575156707215146,0.5
US,"Light and citrusy, this off-dry Riesling features pleasant floral and spice notes that just lack a little zip on the finish.",0.15949202727027811,0.16666666666666607,0.492632885321222,0.15526793926400773,0.9903846153846154
US,"Stiff and tart, this young wine needs a few more years of cellaring to fill itself out. The balance is right, and the vineyard's full-bodied tannins are there in abundance.",0.35445387266905204,0.44444444444444375,0.215807798654832,0.35832948395479236,0.09615384615384616
US,"Thin and watery, with diluted citrus flavors and lots of raw acidity.",0.21083699175912196,0.05555555555555536,0.38137889150009247,0.1998131861498873,0.25
US,"Sobra is Brazilian Portuguese for leftovers. It's a Bordeaux blend, but the recipe changes every year. This is very nice and drinking well, smooth with a nicely resolved mix of black fruits, smoky wood, pepper and a bit of bacon fat.",0.31898405454055623,0.44444444444444375,0.25423146999023,0.3237642240186729,0.6923076923076923
US,"A Côtes du Rhône-style blend meant to be drunk early and around a weekday meal, among Terre Rouge's easiest to drink and find wines. There's lots to like, from the wine's high-toned cherry and boysenberry aromas and flavors to its traces of black olive and jaunty, gamy pepper.",0.2527888823873867,0.44444444444444375,0.34388670310615865,0.25926425446985957,0.701923076923077
France,"The simplest and fruitiest of the Cahors made at Gaudou, this is still a structured wine that has some firm, very young tannins that need to round out. Plenty of fruity, fresh black-currant flavor is cut by crisp acidity. The wine will need to age, so drink from 2016.",0.23963682528528263,0.3888888888888884,0.36066709433106503,0.24388824262443753,0.4326923076923077
US,"Burgundian technique was used in this wine, and the aromas and tastes of those techniques dominate. The wine is heavy in leesy, yeasty, toasted oak notes, which dominate, rather than subtlely support, the underlying fruit.",0.4057988371578959,0.16666666666666607,0.15922020996088224,0.39525079878280955,0.14423076923076925
Spain,"Fresh smelling, with notes of green melon, apple, honey and minerals. It's more simple than complex, with crisp apple and orange flavors and then a chunky, slightly pithy finish. For under $15 this is good, casual Albariño that won't steer you wrong.",0.19496184539877393,0.3888888888888884,0.44111023512148384,0.20036594717311207,0.019230769230769232
US,"Sourced from the Bacchus vineyard, this is an oaky, buttery Chardonnay that's fine for an every day quaffer. The oaky flavors quickly overtake fruit that is simple, clean, and apple flavored.",0.23963682528528263,0.2777777777777777,0.3520371788439703,0.23867462655922478,0.14423076923076925
US,"Light and almost effervescent in the glass, this popular Grenache-based pink from Doug Margerum offers yeasty, Champagne-like aromas, soft lemon-peel scents and wet slate minerality. The palate's tingling acidity delivers chalky lime and cotton candy flavors, bound together with compelling tension.",0.28825870051588276,0.6111111111111107,0.30313432441710014,0.3013405650358649,0.7403846153846154
US,"Made from equal amounts of Pinot Noir and Chardonnay, this wine was aged on the lees for more than four years, which gives it a fabulous creamy, yeasty complexity. There are tantalizing flavors of limes, orange zest, roasted hazelnuts, minerals and smoke. Absolutely wonderful now, and should hold and develop in the bottle through 2014, at least. Only 563 cases produced.",0.6099658443146826,0.8888888888888884,0.06811295931855353,0.626890215623072,0.8173076923076924
US,"Nice and dry, with lots of black pepper-infused wild blackberry flavors wrapped into big but pliant tannins. Lots of crunchy acidity, too, which makes the wine sharp. Will be great with a rich steak.",0.3851792266937255,0.3888888888888884,0.18469772385202396,0.385710166824591,0.8365384615384616
US,"A monstrous mix of Mourvèdre (89%) and Syrah (11%) from Calaveras's Dalton Vineyard, Twisted Oak's River of Skulls opens with a heady nose of bright cherry, black tea and candied dark plum and shows off bright acidity for such a pleasantly plump wine. Tannins are resolved and yet rightfully there. The long finish is enveloped in raspberry flavors.",0.4057988371578959,0.44444444444444375,0.1696993930523544,0.4083687927114872,0.701923076923077
Italy,"Here's a bright, buoyant style of Brunello that drinks easily but also delivers the sophistication and complexity you should expect of Montalcino. It opens with crisp, tonic aromas of cassis and wild berry with very subtle aromas of vanilla and toasted nut at the back.",0.5097998714310973,0.6111111111111107,0.10663376390185822,0.5172541411668099,0.7788461538461539
Italy,"Aged only in stainless steel to preserve its fresh, clean flavors, this expression of Favorita (a little-known white wine grape from northern Italy) offers lively tones of lemon zest, white blossom and cut grass.",0.2256871994234474,0.33333333333333304,0.3795450344590848,0.2277063189235855,0.22115384615384617
US,"High in acidity and ripe in pineapple and vanilla flavors, this is a simple wine. It has sweet and sour flavors, like a sour cough drop.",0.03546981812849592,0.16666666666666607,0.855037967234635,0.03451619545490359,0.6153846153846154
US,"Ever since Tamber Bey made the switch from Oakville fruit to their vineyard in Yountville, their Cabernets have dropped in quality. This '09 is dry, tannic and uninteresting, with a harshness that makes it difficult to appreciate the blackberry and cherry fruit.",0.44775072778616076,0.2777777777777777,0.13372086443829995,0.4414777957750735,0.11538461538461539
Spain,"A lesson in contrasts: the nose is both weedy and sweet, with green strawberry aromas mixing with caramel. The palate is also green and slightly bitter, but that's offset by some jammy berry sweetness. Medium in terms of weight, but with burdensome sugars and a clumsy finish.",0.21083699175912196,0.11111111111111072,0.38626917694277946,0.20256347072247038,0.8557692307692308
US,"Comes on a bit flat, with a streak of cardboard under the fruit. Not as fresh as it should be, given the vintage.",0.19496184539877393,0.05555555555555536,0.4096726858470673,0.18434927937690992,0.7307692307692308
Spain,"We suggest very little time with this bulky, medicinal Tempranillo. Despite color and weight, it's prickly, sour and not too ripe. The flavors and finish are short, while the overriding impression is that it's underdeveloped.",0.1394708524016972,0.11111111111111072,0.5320885974156286,0.1330530647084074,0.8557692307692308
Italy,There are brambly notes here of forest floor and underbrush backed by enough fresh fruit to keep the wine chewy and fresh in the mouth. You'll also get notes of wet tobacco and wild mushroom that add complexity.,0.2989628796719753,0.3888888888888884,0.27534861167456026,0.30169226942212957,0.038461538461538464
Italy,"With a modern winery located at the foot of the picturesque town of Barolo, Cascina Adelaide proudly produces a bold and innovative interpretation of Barolo. This is a powerful and generous wine with big spice, berry, smoke and mineral tones. The cards it plays best, however, are intensity and persistency.",0.6179469342125316,0.7222222222222214,0.06278790919413031,0.6275489570290331,0.5384615384615385
Italy,"Here's a Prosecco from the Cartizze cru (offered by the excellent Bortolin estate) that boasts mineral notes and talc powder followed by plush, creamy peach and yellow fruit. The wine ends with a very feminine note of fresh flowers.",0.3703290190294001,0.44444444444444375,0.2004383301206728,0.3738005004254199,0.31730769230769235
France,"With its rounded texture and smooth wood and yellow fruits, this is a generous wine. It has weight and some richness tempered with acidity and a prominent apple skin character. In another few months, the wine's richness will show better.",0.4636258741465087,0.4999999999999991,0.13034423877549225,0.46726383844766217,0.14423076923076925
US,"For an $18 Oregon Pinot, you can't do much better than this well-made wine from a top-flight vintage. Brambly black cherry fruit carries a streak of cola, with ripe, moderate tannins balancing out a medium-long finish.",0.2527888823873867,0.4999999999999991,0.3479619409750645,0.2617974791505606,0.6346153846153847
Italy,"It opens with aromas of forest floor, porcini mushroom and espresso. The straightforward palate offers bright berry, coffee and grilled herbs alongside firm tannins. Drink 2015–2020.",0.35445387266905204,0.44444444444444375,0.215807798654832,0.35832948395479236,0.5384615384615385
France,"Atypically dark in color, this brassy Châteauneuf blanc comes across as aromatically muted. Then it's very neutral in flavor, with ample breadth but lacking in richness and depth. It's something of a conundrum.",0.47847608181083434,0.2777777777777777,0.11516397771381795,0.4714248715917111,0.7115384615384616
US,"Feels soft and cloyingly sweet in pineapple jam and buttered popcorn flavors, and is beginning to be tired and old. Drink up.",0.39912885255556074,0.11111111111111072,0.16217903812788614,0.386032131336391,0.14423076923076925
US,"Full and round, with snappy acidity that brings life and lift to the luscious fruit, this delicious wine is aimed at those who like a festival of green and yellow fruits in their glass. It has fine texture and length, with a defining mineral streak that elevates this well beyond just fruity. It has medium-term aging potential as well.",0.2989628796719753,0.6111111111111107,0.28868575379097944,0.3117710082023244,0.14423076923076925
US,"This is an ultrarich, ripe Cabernet, marked by jammy blackberry, blueberry and cherry fruit flavors, with a milk chocolate sweetness and soft, intricate tannins. Made in the soft, modern style, it's best over the next six years.",0.4878691556714132,0.5555555555555554,0.11730347759499354,0.49339956215833713,0.11538461538461539
US,"A bit rugged and hot in the mouth. Offers a good array of plummy cherry flavor, with bright, zingy acidity and a touch of smoky oak.",0.2256871994234474,0.22222222222222143,0.37037574925404665,0.22243163100832875,0.6346153846153847
US,"From the steep Sonoma slopes of Mount St. Helena comes this tannic, concentrated young 100% Cabernet. Dramatic in structure and flavor, with massively packed blackberries, dark chocolate and pain grillé. The wine was aged in 49% new oak, which adds smoky, spice overtones. Drink now and through 2013.",0.43652419118256935,0.7222222222222214,0.1558144754561538,0.4507082010541823,0.11538461538461539
France,"Lightly fruity and fresh, a wine that has some crisp acidity although without much definition. The aftertaste is clean, bringing out attractive citrus and red currant fruits. Screwcap.",0.15949202727027811,0.22222222222222143,0.49874574212458084,0.15795186442067854,0.06730769230769232
US,"From one of the Russian River's premier Sauvignon Blanc producers, although recent vintages have slipped in quality. The '09 is a good wine, dry and crisp, with citrus, gooseberry and spice flavors. But it's missing the richness of earlier vintages.",0.4057988371578959,0.3888888888888884,0.16760355643406,0.40580584473284786,0.7980769230769231
Spain,"Apple and nectarine aromas are clean and snappy, with a hint of yeast-based vanilla. A fresh, citric palate delivers lime, green apple, pineapple and nectarine flavors, while the finish is clean as a new razor, with nothing off, bitter or pithy.",0.19496184539877393,0.44444444444444375,0.4463498266672199,0.20292764082694137,0.9423076923076924
US,"Dull and dusty on the nose, this burly Zin opens up in the glass, offering a slight sweetness of blackberry and vanilla amid its soft texture and structure.",0.2989628796719753,0.33333333333333304,0.2720143261454555,0.29910020687941485,1.0
US,"Classic Lodi Cab, from a vintage that wasn't too hot or too cool. The wine is soft and lush, with milk chocolate and cassis flavors and the vanillins and sweet char of oak. Easy and delicious, it's a wine to drink now.",0.5259537559924657,0.44444444444444375,0.0946755466483231,0.5254812566146776,0.11538461538461539
US,"This late-disgorged wine has been released at the age of 11 years. It's a beautiful wine, notable especially for the ultrafine feeling of the mousse, or bubbles. So refined and silky. Rich too are the flavors, in limes, strawberries, toasty lees and minerals. A spectacular sparkling wine that has many years of development ahead.",0.4878691556714132,0.833333333333333,0.12463890575902403,0.5055257703553495,0.8173076923076924
US,"Lots of zesty acidity in this Pinot Noir, giving the pomegranate, rhubarb, red cherry and licorice flavors a bright edge. The wine is very dry and complexly layered. Interesting now, if a bit primary in fruit, and balanced enough to develop additional nuances over the next six years.",0.5139458999393303,0.6666666666666661,0.10577637619437413,0.5237466356764726,0.6346153846153847
US,"Butterscotch and pineapple and peach jam flavors mark this Chardonnay. Fortunately, it's balanced with crisp acidity and a certain minerality. It's an obvious crowd pleaser, and would score higher except for the seemingly sweet finish.",0.21083699175912196,0.2777777777777777,0.4009400332708405,0.21061762105872495,0.14423076923076925
Italy,"Fresh berries, young spice and raw notes of blueberry and raspberry color this bright blend of Montepulciano and Sangiovese from Central Italy. The wine is sharp and immediate in terms of the delivery of its easy tannins and bright, acidic finish.",0.11754013664201335,0.33333333333333304,0.6161125927490693,0.12236872472390337,0.6923076923076923
US,"Made from Tempranillo, this is a really pleasant rosé that shows a balance rare in California. Totally dry, crisp and relatively low in alcohol, the wine manages to be long and deep in creamy, spicy cherry, raspberry and vanilla bean flavors. Great job.",0.11754013664201335,0.3888888888888884,0.6234480209130997,0.1249591546064246,0.8557692307692308
US,"Pungent of baked plum and baking spice, this Shenandoah Barbera is soft and rustic, yet refined, with a jolt of mocha espresso on the finish. The expert acidity enveloping this wine should pair with Mediterrean-themed food.",0.3283771284011352,0.44444444444444375,0.24347284201631858,0.33291752373343897,0.038461538461538464
US,"Big, bold and concentrated, this full-bodied wine was given the complete new-barrel, lees-stirring treatment. It has a deep gold color, with ripe pear and buttered toast aromas that transition to waves of pear and apple on the palate and lingering finish.",0.27703216391229124,0.6111111111111107,0.31902775210583295,0.2904013954834763,0.14423076923076925
US,"If you like 'em big and oaky, then this one's for you. Aromas and flavors of wood-grilled peaches, roasted red apples, buttery toast and rich nuttiness all generously abound. The mouth is full and slightly fat, with moderate acidity and a medium-length, smoky finish.",0.3283771284011352,0.2777777777777777,0.23467032821948192,0.32514015357693915,0.14423076923076925
US,"A mix of vineyards and AVAs go into this blended Syrah, which is co-fermented with 6% Viognier. The Viognier is definitely present, and the wine has a top end of grapefruit and citrus, adding scent, flavor and acid. It's full, forward, acidic and a little hot, and delivers plenty of flavor up front. What's not quite there is the layering of flavors that some of the other Walter Dacon Syrahs express.",0.3703290190294001,0.44444444444444375,0.2004383301206728,0.3738005004254199,0.8365384615384616
France,"A finely structured wine, its tannin fitting well into the rich texture, with berry fruits, dark plums and bitter coffee adding an extra dimension.",0.4584549069422533,0.44444444444444375,0.13197433392305458,0.4596896396665384,0.42307692307692313
US,"The aromas that greet you from the glass bring flowers, cherries, hints of cured meat and more. The wine is already drinking nicely, with an elegant mix of pie cherries and fruit pastry flavors.",0.3625283276957145,0.44444444444444375,0.20785807355095653,0.3661983371955251,0.6346153846153847
